Date,Nab Close,CBA Close,ANZ Close,Westpac Close,Maq Close
2018-07-01,24.68245506286621,63.94041061401367,25.744182586669922,25.29039192199707,116.06509399414062
2018-10-01,21.36305809020996,66.85365295410156,22.345727920532227,22.673519134521484,100.05135345458984
2019-01-01,23.32054328918457,65.23748779296875,24.502548217773438,24.29356575012207,121.28667449951172
2019-04-01,24.658679962158203,78.5925521850586,26.554622650146484,26.580461502075195,117.50993347167969
2019-07-01,28.33355712890625,76.74119567871094,27.650819778442383,28.786436080932617,126.49626159667969
2019-10-01,23.496816635131836,78.12956237792969,23.879369735717773,23.5322322845459,133.02952575683594
2020-01-01,16.384952545166016,60.45018005371094,16.959999084472656,16.5,84.28112030029297
2020-04-01,17.8977108001709,69.41999816894531,18.639999389648438,17.950000762939453,116.56840515136719
2020-07-01,17.979999542236328,70.55999755859375,18.40999984741211,17.84000015258789,121.62999725341797
2020-07-09,18.059999465942383,70.41999816894531,18.489999771118164,17.90999984741211,121.66999816894531
